Suite,AOR,LOR,COR,ROR,SOR,ORU,STD,LVR
92,0.75,0.0,0.75,0.5416666666666666,0.0,0.0,0.9230769230769231,0.8846153846153846
95,0.8963414634146342,0.0,0.5,0.43243243243243246,0.0,1.0,0.7510548523206751,0.543859649122807
94,0.6730769230769231,0.0,0.375,0.4722222222222222,0.0,0.0,0.6666666666666666,0.8333333333333334
97,0.48214285714285715,0.0,0.4268292682926829,0.3438914027149321,0.0,0.0,0.58,0.4975609756097561
96,0.9791666666666666,0.0,0.0,1.0,0.0,0.0,0.868421052631579,1.0
11,0.625,0.0,0.75,0.654320987654321,0.0,0.0,0.7910447761194029,0.6534653465346535
10,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
13,0.75,0.0,0.7903225806451613,0.925531914893617,0.0,0.0,1.0,1.0
12,0.5625,0.0,0.8166666666666667,0.6190476190476191,0.0,0.0,0.8,0.7413793103448276
15,0.7488839285714286,0.8653846153846154,0.47560975609756095,0.5024875621890548,0.8333333333333334,1.0,1.0,0.7627737226277372
14,0.875,0.0,0.592436974789916,0.6187050359712231,0.0,0.0,0.8846153846153846,0.6894409937888198
17,0.775,0.0,0.3,0.32432432432432434,0.0,0.0,0.6363636363636364,0.5416666666666666
16,0.7666666666666667,1.0,0.5,0.6071428571428571,1.0,0.0,0.7,0.6710526315789473
19,0.0,0.0,0.28888888888888886,0.7183098591549296,0.0,0.0,0.6923076923076923,0.7676767676767676
18,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.4444444444444444
48,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
49,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
46,0.0,0.0,0.0,0.7058823529411765,0.0,0.0,0.4864864864864865,0.0
47,0.0,0.0,1.0,1.0,0.0,0.0,0.8,0.0
44,0.75,0.0,0.2602739726027397,0.42857142857142855,0.0,0.0,0.6473214285714286,0.4189189189189189
45,0.0,0.0,0.0,0.19047619047619047,0.0,0.0,0.1282051282051282,0.02857142857142857
42,0.75,0.0,0.2602739726027397,0.46987951807228917,0.0,0.0,0.6341463414634146,0.4594594594594595
43,0.6875,0.0,0.25,0.43209876543209874,0.0,0.0,0.6111111111111112,0.4246575342465753
40,0.55,0.0,0.12903225806451613,0.24528301886792453,0.0,0.0,0.3652173913043478,0.3684210526315789
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.75,1.0,0.3924731182795699,0.2153846153846154,0.0,0.0,0.4887640449438202,0.39436619718309857
5,0.7760416666666666,0.5,0.7714723926380368,0.6987060998151571,0.0,0.0,0.8483245149911817,0.741042345276873
9,0.75,0.0,0.85,0.7468354430379747,0.0,0.0,0.7678571428571429,0.775
77,0.375,0.0,0.37037037037037035,0.3028169014084507,0.0,0.0,0.6159420289855072,0.5449438202247191
76,0.0,0.0,0.22950819672131148,0.32857142857142857,0.0,0.0,0.45,0.5185185185185185
75,0.625,0.0,0.40370370370370373,0.3983050847457627,0.0,0.0,0.6616915422885572,0.528169014084507
74,0.625,0.0,0.37012987012987014,0.38235294117647056,0.0,0.0,0.6296296296296297,0.4811320754716981
73,0.0,0.0,0.0,0.7777777777777778,0.0,0.0,1.0,1.0
72,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
71,0.0,0.5,0.0,0.7777777777777778,0.0,0.0,1.0,0.8888888888888888
70,0.0,0.0,0.0,0.7777777777777778,0.0,0.0,1.0,1.0
79,0.4722222222222222,0.0,0.17272727272727273,0.32941176470588235,0.0,0.0,0.6396396396396397,0.5294117647058824
78,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
